t # 0
e 5 7 4062
e 5 8 4063
e 6 9 4064
e 10 7 56
e 10 11 59
e 10 12 495
e 10 13 1937
e 10 14 1929
e 10 15 4065
e 10 16 4066
e 10 17 4067
e 10 18 4068
e 10 19 4069
e 10 20 4070
e 7 21 8
e 7 22 11
e 7 23 4071
e 7 6 4072
e 7 24 4073
e 7 25 1772
e 11 26 4074
e 11 27 4075
e 11 28 4076
e 11 29 4077
e 11 30 4078
e 11 31 4079
e 11 32 4080
e 11 17 4081
e 33 7 4082
e 26 9 4083
e 26 34 4084
e 26 35 4085
e 9 36 4086
e 34 9 4087
e 34 37 4088
e 38 9 4089
e 38 8 4090
e 39 38 4091
e 39 40 4092
e 39 7 4093
e 39 41 4094
e 2 21 1535
e 3 42 4095
e 21 43 4096
e 21 44 4097
e 21 45 4098
e 21 46 4099
e 21 47 4100
e 21 48 4101
e 21 49 27
e 21 50 41
e 21 51 2478
e 21 52 4102
e 21 53 4103
e 21 54 4104
e 55 2 4105
e 55 38 4106
e 56 3 4107
e 56 57 4108
e 56 7 4109
e 56 58 4110
e 57 5 4111
e 59 60 4112
e 59 61 4113
e 59 59 4114
e 59 62 4115
e 60 63 4116
e 61 38 4117
e 61 64 4118
e 61 65 4119
e 61 66 4120
e 62 67 4121
e 64 68 4122
e 64 38 4123
e 64 6 4124
e 64 69 4125
e 68 5 4126
e 68 70 4127
e 66 68 4128
e 67 18 4129
e 67 71 4130
e 67 3 3021
e 67 72 4131
e 67 73 4132
e 67 39 4133
e 67 17 4134
e 67 74 4135
e 67 74 4136
e 18 38 4137
e 18 72 4138
e 18 75 4139
e 18 76 4140
e 18 7 4141
e 18 5 4142
e 71 38 4143
e 71 77 4144
e 71 70 4145
e 71 5 4146
e 71 78 4147
e 71 79 4148
e 27 9 4149
e 27 79 4150
e 28 80 4151
e 28 81 4152
e 79 69 4153
e 79 6 4154
e 79 82 4155
e 83 79 4156
e 80 7 4157
e 81 84 4158
e 81 80 4159
e 85 7 4160
e 85 7 4161
e 85 86 4162
e 85 87 4163
e 85 88 4164
e 86 7 4165
e 86 89 4166
e 86 90 4167
e 87 91 2761
e 87 92 4168
e 93 7 4169
e 19 85 4170
e 19 88 4171
e 19 7 24
e 19 67 450
e 19 94 4172
e 88 95 4173
e 88 96 4174
e 89 97 4175
e 89 69 4176
e 90 7 4177
e 90 56 4178
e 58 5 4179
e 72 42 4180
e 98 67 4181
e 98 82 4182
e 98 99 4183
e 82 100 4184
e 99 31 4185
e 99 101 4186
e 31 7 4187
e 31 94 4188
e 101 7 3115
e 101 102 4189
e 101 100 4190
e 103 31 4191
e 103 104 4192
e 102 7 4193
e 102 105 4194
e 106 105 4195
e 106 60 4196
e 106 82 4197
e 106 68 4198
e 107 82 4199
e 107 23 4200
e 107 98 4201
e 23 82 4202
e 23 5 4203
e 108 7 4204
e 109 7 4205
e 109 110 4206
e 110 7 4207
e 110 79 4208
e 110 67 4209
e 110 111 4210
e 110 70 4211
e 110 112 4212
e 110 74 4213
e 73 7 4214
e 73 41 4215
e 65 41 4216
e 65 113 4217
e 104 65 4218
e 104 82 4219
e 114 115 4220
e 114 10 3235
e 115 72 4221
e 115 6 4222
e 115 68 4223
e 115 68 4224
e 115 5 4225
e 75 21 401
e 70 113 4226
e 70 21 3769
e 70 116 3543
e 70 117 4227
e 118 70 4228
e 118 113 4229
e 119 82 4230
e 119 40 4231
e 119 120 4232
e 119 121 4233
e 122 5 4234
e 122 65 4235
e 122 123 267
e 123 100 2932
e 124 125 4236
e 124 126 4237
e 125 21 115
e 126 94 4238
e 126 11 4239
e 126 7 2141
e 94 100 4240
e 94 115 4241
e 94 127 4242
e 94 17 4243
e 29 7 4244
e 111 7 4245
e 128 29 4246
e 128 7 4040
e 128 67 4247
e 128 129 4248
e 17 7 4249
e 17 130 4250
e 17 87 4251
e 17 131 4252
e 17 38 4253
e 17 71 4254
e 32 124 4255
e 32 132 4256
e 32 94 4257
e 32 80 4258
e 132 84 4259
e 132 110 4260
e 112 29 4261
e 112 133 4262
e 134 7 4263
e 134 11 4264
e 135 7 147
e 135 136 1912
e 135 137 1913
e 135 70 4265
e 135 138 4266
e 135 139 4267
e 136 21 367
e 30 31 4268
e 30 140 4269
e 140 141 4270
e 141 64 4271
e 141 113 4272
e 12 7 4273
e 12 94 4274
e 12 142 4275
e 12 143 4276
e 116 21 22
e 139 137 4277
e 139 144 4278
e 145 94 4279
e 14 146 4280
e 14 147 4281
e 147 146 4282
e 15 9 4283
e 15 148 4284
e 149 15 4285
e 149 84 4286
e 149 7 1890
e 149 131 4287
e 131 150 4288
e 131 151 4289
e 131 152 4290
e 131 153 4291
e 131 84 4292
e 131 94 4293
e 131 154 4294
e 131 11 4295
e 150 101 4296
e 151 69 4297
e 16 0 4298
e 138 125 4299
e 138 155 4300
e 92 156 1715
e 92 156 1716
e 156 157 1717
e 156 158 440
e 156 159 439
e 153 130 4301
e 160 152 1399
e 160 100 4302
e 154 94 4303
e 154 161 4304
e 154 162 4305
e 117 113 4306
e 161 94 4307
e 163 74 4308
e 8 164 3233
e 8 165 4309
e 166 5 4310
e 166 5 4311
e 78 125 4312
e 78 125 4313
e 78 21 4314
e 167 94 4315
e 167 84 4316
e 167 168 4317
e 168 65 4318
e 20 11 4319
e 169 79 4320
e 169 170 4321
e 170 171 4322
t # 16
v 0 386
v 1 745
v 2 1525
v 3 74
v 4 1526
v 5 604
v 6 1527
v 7 1
v 8 145
v 9 7
v 10 242
v 11 20
v 12 156
v 13 131
v 14 271
v 15 1166
v 16 1528
v 17 508
v 18 415
v 19 1242
v 20 48
v 21 241
v 22 476
v 23 1529
v 24 1195
v 25 1530
v 26 100
v 27 183
v 28 1522
v 29 1531
v 30 899
v 31 1532
v 32 652
v 33 63
v 34 1533
v 35 1534
v 36 757
v 37 1535
v 38 1536
v 39 1537
v 40 1538
v 41 1539
v 42 1540
v 43 194
v 44 1541
v 45 1442
v 46 1542
v 47 1543
v 48 1544
v 49 927
v 50 1386
v 51 1545
v 52 23
v 53 1546
v 54 43
v 55 769
v 56 1547
v 57 1548
v 58 1549
v 59 1550
v 60 1551
v 61 331
v 62 134
v 63 263
v 64 44
v 65 1552
v 66 1553
v 67 1554
v 68 1555
v 69 842
v 70 535
v 71 54
v 72 3
v 73 47
v 74 1556
v 75 1557
v 76 470
v 77 1558
v 78 793
v 79 61
v 80 585
v 81 857
v 82 461
v 83 221
v 84 825
v 85 49
v 86 1559
v 87 51
v 88 1560
v 89 1561
v 90 152
v 91 169
v 92 120
v 93 706
v 94 1562
v 95 1563
v 96 180
v 97 1494
v 98 549
v 99 1564
v 100 1565
v 101 552
v 102 204
v 103 463
v 104 1492
v 105 1343
v 106 1473
v 107 83
v 108 820
v 109 545
v 110 486
v 111 1515
v 112 133
v 113 233
v 114 1566
v 115 936
v 116 1567
v 117 1497
v 118 158
v 119 1568
v 120 1569
v 121 452
v 122 1190
v 123 10
v 124 17
v 125 412
v 126 58
v 127 449
v 128 64
v 129 467
v 130 1570
v 131 1571
v 132 1572
v 133 1573
v 134 52
v 135 1574
v 136 106
v 137 1575
v 138 1576
v 139 1087
v 140 107
v 141 1577
v 142 1578
v 143 11
v 144 991
v 145 1579
v 146 851
v 147 144
v 148 262
v 149 105
v 150 1580
v 151 1084
v 152 142
v 153 65
v 154 69
v 155 82
v 156 1581
v 157 1582
v 158 89
v 159 86
v 160 4
v 161 113
v 162 136
v 163 1301
v 164 1035
v 165 1308
v 166 1583
v 167 1584
v 168 1585
v 169 1197
v 170 1586
v 171 790
v 172 1368
v 173 1587
v 174 383
v 175 693
v 176 460
v 177 1588
v 178 981
v 179 199
v 180 609
v 181 405
v 182 1589
v 183 1439
v 184 244
v 185 216
v 186 988
v 187 1590
v 188 1169
v 189 1194
v 190 198
v 191 1591
v 192 935
v 193 1592
v 194 1404
v 195 1593
v 196 1594
v 197 1595
v 198 572
v 199 1596
v 200 877
v 201 500
v 202 227
v 203 1597
v 204 666
v 205 1598
v 206 1599
v 207 1600
v 208 561
v 209 1601
v 210 855
v 211 1209
v 212 1165
v 213 1602
v 214 491
v 215 1088
v 216 15
v 217 1418
v 218 1603
v 219 1506
v 220 1508
v 221 1456
v 222 968
v 223 73
e 0 1 4323
e 1 2 4324
e 1 3 1910
e 2 4 4325
e 2 4 4326
e 5 6 4327
e 5 7 4328
e 6 7 4329
e 6 1 4330
e 7 8 4331
e 7 9 8
e 7 10 4332
e 11 7 24
e 11 12 4333
e 11 13 4334
e 11 14 4335
e 15 1 4336
e 15 16 4337
e 17 1 4338
e 17 18 4339
e 17 19 4340
e 17 20 4341
e 18 1 4342
e 18 21 4343
e 21 22 4344
e 23 18 4345
e 23 4 4346
e 24 13 4347
e 24 25 4348
e 13 26 4349
e 27 24 4350
e 27 11 3857
e 27 28 4351
e 27 29 4352
e 14 30 4353
e 14 31 4354
e 31 32 4355
e 31 33 4356
e 33 9 367
e 33 32 4357
e 9 34 4358
e 9 35 4359
e 9 36 4360
e 9 37 4361
e 9 38 4362
e 9 4 4363
e 9 39 4364
e 9 40 4365
e 9 41 4366
e 9 42 4367
e 9 29 4368
e 9 43 4369
e 9 44 4370
e 9 45 4371
e 9 46 4372
e 9 47 4373
e 9 48 4374
e 9 13 4375
e 9 49 2216
e 9 50 3790
e 9 51 4376
e 9 52 29
e 9 53 4377
e 9 54 49
e 9 55 1757
e 9 56 4378
e 9 57 4379
e 9 58 4380
e 9 59 4381
e 9 60 4382
e 9 61 613
e 62 20 679
e 20 63 4383
e 20 64 1852
e 20 65 4384
e 20 66 4385
e 20 67 4386
e 20 68 4387
e 20 22 4388
e 20 69 4389
e 20 70 4390
e 20 71 4391
e 20 7 1849
e 20 72 4392
e 20 73 687
e 20 73 688
e 20 74 4393
e 20 75 4394
e 20 76 3565
e 20 77 4395
e 20 28 4396
e 20 78 4397
e 63 79 4398
e 63 80 4399
e 63 13 4400
e 64 80 4401
e 64 70 4402
e 64 7 56
e 64 20 53
e 64 81 2334
e 64 82 2563
e 64 83 2810
e 64 84 4403
e 64 85 54
e 64 86 4404
e 64 87 4405
e 80 9 4406
e 88 13 4407
e 70 80 4408
e 70 80 4409
e 70 89 4410
e 70 13 4411
e 70 33 4412
e 70 33 4413
e 70 9 4414
e 70 20 4415
e 70 85 4416
e 70 1 4417
e 70 7 4418
e 70 90 4419
e 26 91 4420
e 92 13 4421
e 92 16 4422
e 16 93 4423
e 16 70 4424
e 83 15 4425
e 83 94 4426
e 83 20 4427
e 83 95 4428
e 83 96 4429
e 83 97 4430
e 83 98 4431
e 94 15 4432
e 94 99 4433
e 94 100 4434
e 101 99 4435
e 101 29 4436
e 29 4 4437
e 102 16 4438
e 103 104 4439
e 103 105 4440
e 104 106 4441
e 104 107 4442
e 104 108 4443
e 105 1 4444
e 109 104 4445
e 109 110 4446
e 109 111 4447
e 109 96 4448
e 65 112 4449
e 65 113 4450
e 66 114 4451
e 66 20 4452
e 67 115 4453
e 112 116 4454
e 113 9 401
e 117 112 4455
e 117 118 4456
e 117 104 4457
e 117 4 4458
e 114 117 4459
e 119 68 4460
e 120 20 4461
e 120 121 4462
e 121 122 4463
e 121 123 4464
e 121 124 4465
e 121 1 4466
e 121 70 4467
e 121 22 4468
e 121 79 4469
e 121 94 4470
e 121 125 4471
e 121 126 4472
e 127 128 4473
e 127 13 4474
e 127 129 4475
e 127 129 4476
e 127 32 4477
e 127 104 4478
e 127 130 4479
e 129 131 4480
e 129 132 4481
e 133 129 4482
e 133 127 4483
e 134 133 4484
e 134 135 4485
e 136 133 4486
e 136 127 4487
e 136 137 4488
e 136 138 4489
e 136 139 4490
e 136 135 4491
e 136 140 151
e 136 134 4492
e 136 141 4493
e 136 142 4494
e 136 143 158
e 138 127 4495
e 138 7 4496
e 144 7 2460
e 144 145 4497
e 144 97 4498
e 144 146 4499
e 145 7 4500
e 145 21 4501
e 145 13 4502
e 145 147 4503
e 145 148 4504
e 43 7 4505
e 149 7 147
e 149 33 1912
e 149 150 4506
e 69 33 4507
e 69 13 4508
e 71 33 4509
e 71 33 4510
e 71 135 4511
e 71 19 4512
e 71 151 4513
e 135 13 4514
e 135 139 4515
e 82 109 4516
e 82 152 4517
e 82 153 4518
e 152 154 2761
e 152 155 4519
e 153 156 4520
e 111 106 4521
e 111 72 4522
e 111 15 4523
e 111 124 4524
e 157 111 4525
e 157 7 4526
e 157 13 4527
e 155 118 1717
e 155 158 114
e 155 107 108
e 155 159 111
e 156 9 4528
e 156 20 4529
e 156 160 4530
e 161 156 4531
e 162 163 4532
e 163 13 4533
e 163 72 4534
e 72 9 22
e 85 9 3769
e 164 20 4535
e 164 165 4536
e 165 48 4537
e 165 7 4538
e 166 85 4539
e 166 160 4540
e 166 73 4541
e 167 85 4542
e 167 13 4543
e 167 128 4544
e 168 33 4545
e 168 169 4546
e 169 33 4547
e 169 33 4548
e 169 21 4549
e 95 20 4550
e 95 135 4551
e 95 33 4552
e 73 9 115
e 73 33 4553
e 74 79 4554
e 74 33 4555
e 74 170 4556
e 75 79 4557
e 75 33 4558
e 75 171 4559
e 75 172 4560
e 75 126 4561
e 170 104 4562
e 170 173 4563
e 170 174 4564
e 173 147 4565
e 84 33 4566
e 84 95 4567
e 175 121 4568
e 3 9 102
e 10 13 4569
e 76 127 4570
e 77 7 4571
e 77 176 4572
e 177 127 4573
e 177 13 4574
e 176 160 4575
e 178 7 4576
e 179 176 4577
e 180 179 4578
e 125 107 820
e 100 99 4579
e 181 100 4580
e 181 182 4581
e 182 2 4582
e 183 104 4583
e 183 19 4584
e 174 184 851
e 184 107 806
e 28 19 4585
e 28 7 4586
e 78 19 4587
e 78 19 4588
e 78 71 4589
e 185 7 364
e 185 19 4590
e 185 186 4591
e 151 19 4592
e 151 187 4593
e 151 188 4594
e 188 189 4595
e 188 72 4596
e 190 191 4597
e 190 111 4598
e 190 192 4599
e 193 111 4600
e 193 194 4601
e 195 111 4602
e 195 196 4603
e 197 111 4604
e 197 7 4605
e 197 148 4606
e 197 198 4607
e 198 111 4608
e 198 7 4609
e 198 199 4610
e 199 141 4611
e 141 21 4612
e 143 200 2800
e 201 105 4613
e 201 111 4614
e 202 1 4615
e 202 145 4616
e 203 202 4617
e 204 202 4618
e 204 205 4619
e 205 1 4620
e 205 206 4621
e 205 43 4622
e 207 205 4623
e 207 208 4624
e 208 209 4625
e 86 117 4626
e 86 16 4627
e 86 184 4628
e 87 210 4629
e 211 85 4630
e 211 212 3174
e 213 16 4631
e 210 155 2014
e 214 104 4632
e 214 4 4633
e 215 104 4634
e 215 97 4635
e 97 9 4636
e 98 97 4637
e 98 196 4638
e 196 216 4639
e 216 9 130
e 216 73 3079
e 216 104 4640
e 217 90 4641
e 217 218 4642
e 218 97 4643
e 218 16 4644
e 219 90 4645
e 219 220 4194
e 221 220 4646
e 146 97 4647
e 146 127 4648
e 222 127 4649
e 222 97 4650
e 222 97 4651
e 223 127 4652
t # 17
v 0 148
v 1 1604
v 2 1605
v 3 98
v 4 47
v 5 7
v 6 1606
v 7 143
v 8 1607
v 9 1608
v 10 331
v 11 347
v 12 409
v 13 1609
v 14 1610
v 15 1611
v 16 1612
v 17 1613
v 18 994
v 19 1614
v 20 1615
v 21 1616
v 22 1617
v 23 1618
v 24 1619
v 25 566
v 26 327
v 27 1620
v 28 751
v 29 590
v 30 130
v 31 1
v 32 48
v 33 898
v 34 1621
v 35 52
v 36 1622
v 37 293
v 38 199
v 39 44
v 40 1623
v 41 1624
v 42 910
v 43 1140
v 44 20
v 45 1625
v 46 1626
v 47 1627
v 48 858
v 49 1628
v 50 1629
v 51 1243
v 52 1563
v 53 1630
v 54 202
v 55 125
v 56 393
v 57 461
v 58 790
v 59 825
v 60 572
v 61 235
v 62 1631
v 63 69
v 64 1632
v 65 305
v 66 106
v 67 298
v 68 11
v 69 1633
v 70 1437
v 71 100
v 72 1634
v 73 1635
v 74 144
v 75 1636
v 76 315
v 77 244
v 78 91
v 79 1637
v 80 58
v 81 1638
v 82 269
v 83 255
v 84 180
v 85 1087
v 86 233
v 87 831
v 88 1639
v 89 256
v 90 290
v 91 1640
v 92 242
v 93 1411
v 94 176
v 95 1566
v 96 1641
v 97 1642
v 98 1528
v 99 280
v 100 1643
v 101 1644
v 102 1645
v 103 1646
v 104 1406
v 105 64
v 106 666
v 107 1647
v 108 61
v 109 367
v 110 304
v 111 1648
v 112 17
v 113 981
v 114 273
v 115 320
v 116 741
v 117 1649
v 118 705
v 119 105
v 120 45
v 121 734
v 122 736
v 123 63
v 124 1650
v 125 309
v 126 1651
v 127 1652
v 128 1653
v 129 31
v 130 1654
v 131 308
v 132 1655
v 133 872
v 134 893
v 135 265
v 136 1656
v 137 311
e 0 1 4653
e 0 2 4654
e 1 3 4655
e 1 4 4656
e 3 5 313
e 3 4 649
e 3 6 4657
e 4 5 115
e 4 7 1020
e 5 8 4658
e 5 9 4659
e 5 10 613
e 5 11 4660
e 5 12 4661
e 5 13 4662
e 5 14 4663
e 5 15 4664
e 5 16 4665
e 5 17 4666
e 5 18 3002
e 5 19 4667
e 5 20 4668
e 5 21 4669
e 5 22 4670
e 5 23 4671
e 5 24 4672
e 5 25 4673
e 5 26 609
e 27 4 4674
e 27 3 4675
e 27 28 4676
e 28 5 1735
e 28 29 4677
e 12 30 4678
e 6 31 4679
e 6 32 4680
e 6 32 4681
e 31 5 8
e 31 33 4682
e 32 4 687
e 32 31 1850
e 32 34 4683
e 32 1 4684
e 32 35 4685
e 32 36 4686
e 32 37 4687
e 32 18 4688
e 32 18 4689
e 32 38 4690
e 32 39 1852
e 32 40 4691
e 32 3 3030
e 32 41 4692
e 32 42 4693
e 32 43 4694
e 44 31 24
e 45 31 4695
e 45 46 4696
e 47 32 4697
e 47 3 4698
e 47 4 4699
e 48 32 4700
e 48 49 4701
e 35 50 4702
e 35 51 4703
e 35 52 4704
e 35 53 4705
e 35 54 4706
e 35 55 204
e 35 56 4707
e 35 42 4708
e 35 57 4709
e 58 1 4710
e 58 34 4711
e 50 36 4712
e 50 34 4713
e 59 4 4714
e 59 35 4715
e 59 35 4716
e 51 4 4717
e 51 60 4718
e 51 61 4719
e 52 31 4720
e 52 62 4721
e 52 63 4722
e 60 4 4723
e 60 32 4724
e 37 64 4725
e 37 65 4726
e 66 32 4727
e 66 67 530
e 66 68 158
e 66 42 4728
e 66 69 4729
e 67 32 4730
e 62 31 4731
e 62 70 4732
e 70 1 4733
e 70 71 4734
e 70 4 4735
e 70 5 4736
e 72 70 4737
e 73 72 4738
e 73 74 4739
e 74 5 423
e 74 75 4740
e 76 4 578
e 76 70 4741
e 76 32 4742
e 18 5 2528
e 18 4 4743
e 18 77 4744
e 18 28 4745
e 18 78 4746
e 77 79 4747
e 78 80 139
e 29 81 4748
e 82 76 4749
e 82 38 4750
e 82 6 4751
e 38 70 4752
e 38 4 4753
e 38 83 4754
e 38 84 315
e 38 32 4755
e 38 85 4756
e 39 4 52
e 39 38 4757
e 39 86 4758
e 39 87 1937
e 39 88 4759
e 83 89 438
e 83 37 4760
e 90 89 517
e 86 5 401
e 91 53 4761
e 53 92 4762
e 92 3 4763
e 54 31 4764
e 54 93 4765
e 93 94 4766
e 93 55 4767
e 55 95 4768
e 55 96 4769
e 55 97 4770
e 55 98 4771
e 55 99 4772
e 55 100 4773
e 55 37 4774
e 55 101 4775
e 55 4 4776
e 55 102 4777
e 103 93 4778
e 100 74 4779
e 104 93 4780
e 104 105 4781
e 106 104 4782
e 106 55 4783
e 107 54 4784
e 107 108 4785
e 107 109 4786
e 101 64 4787
e 101 65 4788
e 101 110 4789
e 101 43 4790
e 101 111 4791
e 64 80 4792
e 65 112 4793
e 43 42 4794
e 43 4 4795
e 111 113 4796
e 42 114 4797
e 42 115 4798
e 42 4 4799
e 42 37 4800
e 116 31 4801
e 116 117 4802
e 117 4 4803
e 117 118 4804
e 33 5 2207
e 119 31 147
e 119 120 4805
e 119 121 1679
e 120 12 4806
e 121 122 1682
e 118 4 2834
e 118 42 4807
e 57 123 4808
e 57 124 4809
e 124 123 4810
e 124 3 4811
e 124 32 4812
e 41 125 4813
e 69 42 4814
e 88 4 4815
e 88 126 4816
e 88 127 4817
e 126 4 4818
e 126 128 4819
e 126 129 4820
e 128 4 4821
e 128 130 4822
e 130 131 4823
e 131 132 4824
e 131 133 4825
e 134 131 4826
e 135 112 4827
e 135 136 4828
e 136 37 4829
e 137 135 4830
e 137 55 4831
e 102 112 4832
e 102 83 4833
t # 18
v 0 1657
v 1 1
v 2 1658
v 3 7
v 4 752
v 5 145
v 6 261
v 7 255
v 8 1659
v 9 47
v 10 102
v 11 3
v 12 10
v 13 46
v 14 256
v 15 1660
v 16 290
v 17 1661
v 18 1662
v 19 85
v 20 277
v 21 1663
v 22 58
v 23 269
v 24 1664
v 25 1665
v 26 247
v 27 331
v 28 35
v 29 330
v 30 1666
v 31 1667
v 32 333
v 33 1668
v 34 1669
v 35 246
v 36 23
v 37 21
v 38 1670
v 39 346
v 40 1671
v 41 1672
v 42 1673
v 43 1674
v 44 1675
v 45 1676
v 46 144
v 47 1677
v 48 17
v 49 294
v 50 44
v 51 151
v 52 1092
v 53 48
v 54 1678
v 55 61
v 56 1256
v 57 1679
v 58 1680
v 59 373
v 60 386
v 61 52
v 62 20
v 63 917
v 64 1681
v 65 1682
v 66 80
v 67 105
v 68 63
v 69 1188
v 70 585
v 71 1375
v 72 1683
v 73 1580
v 74 186
v 75 1684
v 76 404
v 77 214
v 78 136
v 79 125
v 80 81
v 81 1685
v 82 320
v 83 1686
v 84 199
v 85 318
v 86 1292
v 87 611
v 88 223
v 89 380
v 90 121
v 91 883
v 92 1687
v 93 1688
v 94 1689
v 95 542
v 96 1690
v 97 985
v 98 108
v 99 232
v 100 1404
v 101 1691
v 102 120
v 103 748
v 104 1692
v 105 56
v 106 1693
v 107 1694
v 108 1695
v 109 82
v 110 1581
v 111 1696
v 112 1368
v 113 1697
v 114 1698
v 115 1699
v 116 1700
v 117 975
v 118 106
v 119 390
v 120 11
v 121 155
v 122 432
v 123 887
v 124 1514
v 125 1199
v 126 55
v 127 1701
v 128 112
v 129 1702
v 130 1703
v 131 265
v 132 1704
v 133 1705
v 134 1706
v 135 903
v 136 183
v 137 1707
v 138 224
v 139 1708
v 140 309
v 141 276
v 142 1709
v 143 666
v 144 139
v 145 1710
v 146 1711
v 147 789
v 148 1039
v 149 1712
v 150 83
v 151 91
v 152 729
v 153 857
v 154 416
v 155 1713
v 156 795
v 157 1714
v 158 1715
v 159 1716
v 160 110
e 0 1 4834
e 0 2 4835
e 1 3 8
e 1 4 1773
e 1 5 4836
e 1 6 4837
e 2 7 4838
e 2 7 4839
e 2 8 4840
e 2 9 4841
e 2 10 4842
e 2 11 4843
e 2 12 4844
e 2 5 4845
e 13 1 65
e 13 14 4846
e 13 15 4847
e 16 14 517
e 17 13 4848
e 17 18 4849
e 17 19 4850
e 18 9 4851
e 18 20 4852
e 18 21 4853
e 19 22 4854
e 15 1 4855
e 15 2 4856
e 15 23 4857
e 3 24 4858
e 3 25 4859
e 3 26 420
e 3 27 613
e 3 28 41
e 3 29 612
e 3 30 4860
e 3 31 4861
e 3 32 615
e 3 33 4862
e 3 34 4863
e 3 35 419
e 3 36 29
e 3 37 27
e 3 38 4864
e 3 39 4865
e 3 40 4866
e 3 41 4867
e 3 42 4868
e 3 43 4869
e 3 44 4870
e 45 1 4871
e 45 46 4872
e 46 3 423
e 46 22 4873
e 46 47 4874
e 9 3 115
e 9 48 4875
e 9 49 4876
e 9 5 4877
e 20 14 4878
e 50 1 56
e 50 51 4879
e 50 52 2807
e 50 53 53
e 50 54 4880
e 51 2 4881
e 51 20 4882
e 51 55 4883
e 56 50 4884
e 56 57 4885
e 56 58 4886
e 58 46 4887
e 58 59 4888
e 59 3 673
e 60 1 4889
e 60 61 4890
e 61 62 1330
e 61 55 2195
e 61 63 2193
e 61 64 4891
e 61 65 4892
e 61 66 4893
e 67 1 147
e 67 68 1912
e 67 69 3089
e 67 52 2742
e 67 70 4894
e 67 57 4895
e 67 71 4896
e 67 72 4897
e 67 9 148
e 67 73 4506
e 67 74 4898
e 68 3 367
e 62 9 658
e 62 75 4899
e 62 76 4900
e 62 48 4901
e 62 77 2552
e 62 1 24
e 62 78 4902
e 62 79 4903
e 75 2 4904
e 75 9 4905
e 75 80 4906
e 81 6 4907
e 6 3 509
e 6 9 510
e 6 82 4908
e 6 83 4909
e 84 81 4910
e 84 2 4911
e 85 84 4912
e 86 81 4913
e 86 6 4914
e 53 87 4915
e 53 88 4916
e 53 62 477
e 53 62 3420
e 53 89 4917
e 53 90 4918
e 53 2 4919
e 53 91 4920
e 53 92 4921
e 53 93 4922
e 53 94 4923
e 53 61 4924
e 53 95 4925
e 87 77 4926
e 87 4 4927
e 87 82 4928
e 88 77 4929
e 88 96 4930
e 89 48 4931
e 89 77 4932
e 90 55 2119
e 90 48 4933
e 90 97 4934
e 82 77 4935
e 82 1 592
e 82 14 4936
e 82 7 4937
e 98 1 4938
e 96 14 4939
e 99 96 4940
e 99 53 1109
e 97 48 4941
e 97 100 4942
e 100 101 4943
e 23 9 4944
e 23 84 4750
e 102 2 4945
e 102 2 4946
e 102 1 169
e 102 1 467
e 102 12 4947
e 103 104 4948
e 104 9 4949
e 91 1 4950
e 91 105 4951
e 10 106 4952
e 10 107 4953
e 10 2 4954
e 10 108 4955
e 10 14 4956
e 11 3 22
e 12 109 4028
e 110 2 4957
e 105 111 4958
e 105 53 4959
e 111 55 4960
e 111 2 4961
e 111 112 4962
e 113 46 4963
e 114 46 4964
e 114 70 4965
e 70 3 4406
e 52 3 2822
e 92 2 4966
e 93 9 4967
e 93 115 4968
e 116 92 4969
e 117 115 4970
e 117 9 4971
e 118 9 4972
e 118 119 710
e 118 120 158
e 121 117 4973
e 121 9 4974
e 121 61 4975
e 63 9 4976
e 63 122 4977
e 122 9 4978
e 122 115 4979
e 122 123 4980
e 124 1 4981
e 124 125 4982
e 125 9 3122
e 125 75 4983
e 125 76 4984
e 126 1 4985
e 126 127 4986
e 127 128 4987
e 127 129 4988
e 127 130 4989
e 127 131 4990
e 131 128 4991
e 131 132 4992
e 131 133 4993
e 134 129 4994
e 134 135 4995
e 136 131 4996
e 136 137 4997
e 137 138 4998
e 137 139 4999
e 137 64 5000
e 138 128 5001
e 138 140 5002
e 65 14 5003
e 65 141 5004
e 65 142 5005
e 141 7 5006
e 143 144 5007
e 143 145 5008
e 144 9 4038
e 144 146 5009
e 145 9 5010
e 145 147 5011
e 145 72 5012
e 146 9 5013
e 148 146 5014
e 72 3 5015
e 72 149 5016
e 54 14 5017
e 54 2 5018
e 54 12 5019
e 54 51 5020
e 54 47 5021
e 109 150 108
e 109 151 440
e 152 153 3894
e 152 53 2107
e 94 74 5022
e 94 20 5023
e 95 55 5024
e 95 9 1062
e 95 62 5025
e 78 154 5026
e 78 155 5027
e 79 156 5028
e 79 48 5029
e 157 102 5030
e 157 154 5031
e 155 154 5032
e 155 105 5033
e 66 9 5034
e 66 10 5035
e 66 158 5036
e 158 9 5037
e 158 46 5038
e 159 46 5039
e 159 9 5040
e 160 155 5041
t # 19
v 0 805
v 1 398
v 2 1213
v 3 144
v 4 100
v 5 7
v 6 328
v 7 327
v 8 440
v 9 1717
v 10 351
v 11 523
v 12 1718
v 13 48
v 14 342
v 15 1719
v 16 892
v 17 1720
v 18 1721
v 19 47
v 20 271
v 21 634
v 22 1463
v 23 657
v 24 1722
v 25 888
v 26 407
v 27 98
v 28 85
v 29 65
v 30 1723
v 31 575
v 32 581
v 33 394
v 34 58
v 35 457
v 36 218
v 37 1
v 38 1724
v 39 1725
v 40 20
v 41 1726
v 42 183
v 43 1727
v 44 197
v 45 1728
e 0 1 5042
e 0 2 5043
