t # 0
v 0 0
v 1 1
v 2 2
v 3 3
v 4 4
v 5 5
v 6 6
v 7 7
v 8 8
v 9 9
v 10 10
v 11 11
v 12 12
v 13 13
v 14 14
v 15 15
v 16 16
v 17 17
v 18 18
v 19 19
v 20 20
v 21 21
v 22 22
v 23 23
v 24 24
v 25 25
v 26 26
v 27 27
v 28 28
v 29 29
v 30 30
v 31 31
v 32 32
v 33 33
v 34 34
v 35 35
v 36 36
v 37 37
v 38 38
v 39 39
v 40 40
v 41 41
v 42 42
v 43 43
v 44 44
v 45 45
v 46 46
v 47 47
v 48 48
v 49 49
v 50 50
v 51 51
v 52 52
v 53 53
v 54 54
v 55 55
v 56 56
v 57 57
v 58 58
v 59 59
v 60 60
v 61 61
v 62 62
v 63 63
v 64 64
v 70 0
v 71 443
v 72 351
v 73 565
v 74 1624
v 75 1756
v 76 201
v 77 1083
v 78 1297
v 79 1757
v 80 1758
v 81 1759
v 82 903
v 83 527
v 84 15
v 85 1760
v 86 1761
v 87 415
v 88 1603
v 89 1762
v 90 89
v 91 1763
v 92 1764
v 93 239
v 94 1765
v 95 1766
v 96 1189
v 97 1346
v 98 1011
v 99 1767
v 100 573
v 101 110
v 102 1295
v 103 245
v 104 389
v 105 1768
v 106 1769
v 107 1770
v 108 1771
v 109 196
e 0 1 177
e 0 2 178
e 1 3 37
e 1 4 558
e 2 5 4812
e 2 6 4813
e 2 7 4814
e 3 8 1451
e 3 9 4815
e 3 10 4816
e 3 11 566
e 12 1 4817
e 12 1 4818
e 12 13 4819
e 12 14 4820
e 5 15 4821
e 5 16 4822
e 5 14 4823
e 5 17 4824
e 6 18 4825
e 19 5 4826
e 19 20 4827
e 19 21 3725
e 19 22 4828
e 19 23 4829
e 19 23 4830
e 19 15 4831
e 19 24 4710
e 19 25 4832
e 19 25 4833
e 19 26 4834
e 19 27 522
e 20 5 4835
e 22 28 4836
e 22 28 4837
e 22 29 4838
e 22 30 4839
e 22 31 4840
e 22 31 4841
e 28 15 4842
e 28 23 4843
e 28 32 4844
e 23 16 4845
e 23 15 4846
e 33 23 4847
e 33 23 4848
e 33 27 76
e 18 34 4849
e 18 35 3674
e 18 36 1848
e 37 12 4850
e 37 21 4851
e 13 38 4852
e 39 14 4853
e 39 40 4854
e 40 41 4855
e 40 42 4856
e 40 38 4857
e 40 43 4858
e 41 5 4859
e 41 28 4860
e 41 44 4861
e 41 45 4862
e 41 31 4863
e 41 31 4864
e 46 14 4865
e 46 40 4866
e 46 47 4867
e 46 30 4868
e 46 48 4869
e 49 40 4870
e 49 14 4871
e 50 51 70
e 50 52 71
e 52 53 72
e 54 50 73
e 55 7 4872
e 55 56 4873
e 7 38 4874
e 56 46 2379
e 30 57 4875
e 30 57 4876
e 30 58 4877
e 59 30 4878
e 60 55 4879
e 60 61 4880
e 62 1 2198
e 62 63 4881
e 63 1 4882
e 63 40 4883
e 63 64 4884
e 65 1 744
e 64 1 4885
e 64 46 4886
e 43 38 390
e 66 46 4887
e 66 67 4888
e 66 17 4889
e 66 1 4890
e 66 1 4891
e 67 68 4892
e 69 70 4893
e 69 71 4894
e 69 38 4895
e 69 72 4896
e 70 17 392
e 70 1 752
e 70 71 798
e 70 73 4897
e 71 1 4898
e 71 22 4899
e 74 1 4900
e 74 46 4901
e 73 71 4902
e 73 1 4903
e 73 22 2934
e 73 75 4904
e 31 57 4905
e 57 31 4906
e 57 31 4907
e 76 22 4908
e 76 71 4909
e 76 77 4910
e 76 41 4911
e 78 31 4912
e 79 1 4913
e 79 30 4914
e 80 1 4915
e 80 81 4916
e 81 82 4917
e 83 84 4918
e 83 85 4919
e 83 86 4920
e 85 84 4921
e 85 31 4922
e 85 31 4923
e 87 83 4924
e 88 86 4925
e 88 89 4926
e 90 77 4927
e 77 88 4928
e 77 91 4929
e 44 1 4930
e 44 88 4931
e 45 1 4932
e 45 89 4933
e 45 92 4934
e 92 93 4935
e 92 89 4936
e 94 89 4937
e 94 88 4938
e 95 96 4939
e 96 97 4940
e 97 81 4941
e 97 98 4942
e 97 46 4943
e 99 81 4944
e 100 46 4945
e 100 26 4946
e 101 97 4947
e 101 66 4948
e 102 17 4949
e 102 103 4950
e 102 103 4951
e 103 104 4952
e 103 21 4953
e 103 105 4954
e 104 25 4955
e 105 41 4956
e 105 106 4957
e 105 107 4958
e 25 26 4959
e 25 108 4960
e 106 31 4961
e 106 31 4962
e 107 53 4963
e 109 105 4964
e 109 31 4965
t # 25
v 0 121
v 1 9
v 2 42
v 3 6
v 4 239
v 5 1493
v 6 40
v 7 1419
v 8 20
v 9 214
v 10 1488
v 11 424
v 12 1772
v 13 1773
v 14 1774
v 15 1377
v 16 388
v 17 947
v 18 1033
v 19 1775
v 20 141
v 21 4
v 22 54
v 23 547
v 24 7
v 25 1776
v 26 1777
v 27 1256
v 28 955
v 29 394
v 30 1778
v 31 1779
v 32 1745
v 33 289
v 34 59
v 35 34
v 36 1387
v 37 1780
v 38 1781
v 39 22
v 40 172
v 41 32
v 42 351
v 43 15
v 44 107
v 45 192
v 46 1782
v 47 1783
v 48 526
v 49 1
v 50 1196
v 51 70
v 52 264
v 53 1260
v 54 171
v 55 18
v 56 190
v 57 1784
v 58 907
v 59 1785
v 60 1786
v 61 1537
v 62 51
v 63 111
v 64 187
v 65 1787
v 66 326
v 67 1403
v 68 1291
v 69 1085
v 70 162
v 71 1417
v 72 1788
v 73 73
v 74 259
v 75 310
v 76 537
v 77 65
v 78 161
v 79 390
v 80 1789
v 81 184
v 82 1761
v 83 1280
v 84 21
v 85 24
v 86 1790
v 87 291
v 88 255
v 89 1791
v 90 1792
v 91 1793
v 92 1475
v 93 1794
v 94 1768
v 95 1795
v 96 1796
v 97 94
v 98 1797
v 99 191
v 100 140
v 101 863
v 102 1798
v 103 1799
v 104 1800
v 105 908
v 106 1296
v 107 180
v 108 118
v 109 155
v 110 41
v 111 1801
v 112 1802
v 113 1803
v 114 167
v 115 55
v 116 1804
v 117 1805
v 118 1806
v 119 89
v 120 44
v 121 25
v 122 1081
v 123 915
v 124 256
v 125 398
v 126 74
v 127 134
v 128 75
v 129 1807
v 130 1446
v 131 410
v 132 58
v 133 372
v 134 1808
v 135 1809
v 136 1810
v 137 1160
v 138 895
v 139 470
v 140 201
v 141 1433
v 142 1811
v 143 1246
v 144 110
v 145 1023
v 146 151
v 147 460
v 148 451
v 149 1812
v 150 1813
v 151 1161
v 152 1814
v 153 267
v 154 194
v 155 1815
v 156 1816
v 157 1817
v 158 1039
v 159 1818
e 0 1 177
e 0 2 4966
e 1 3 37
e 1 4 560
e 1 5 4967
e 1 6 4968
e 1 7 4969
e 1 8 4970
e 3 9 349
e 3 10 3915
e 3 11 765
e 3 12 4971
e 3 13 4972
e 3 14 4973
e 15 1 4974
e 15 16 4975
e 15 17 4976
e 15 18 4977
e 15 19 4978
e 16 20 4979
e 16 1 1201
e 16 21 1198
e 16 22 1200
e 16 23 4980
e 20 24 4981
e 21 25 4982
e 26 20 4983
e 27 21 3972
e 27 22 4984
e 27 5 4985
e 28 2 4216
e 28 29 4986
e 29 30 4987
e 31 32 4988
e 32 1 4989
e 32 20 4990
e 32 5 4991
e 32 33 4992
e 32 33 4993
e 32 34 4994
e 5 35 4995
e 5 22 4996
e 5 36 4997
e 5 37 4998
e 5 38 4999
e 39 40 4860
e 39 41 5000
e 39 42 5001
e 39 1 580
e 39 1 581
e 39 43 5002
e 39 43 5003
e 39 5 5004
e 39 5 5005
e 39 44 4351
e 39 45 5006
e 39 46 5007
e 39 47 5008
e 39 48 5009
e 40 49 370
e 40 50 5010
e 50 39 5011
e 50 51 5012
e 50 52 5013
e 50 53 5014
e 50 15 5015
e 54 42 5016
e 54 4 5017
e 55 8 4823
e 55 41 5018
e 55 27 5019
e 8 56 5020
e 56 5 5021
e 56 57 5022
e 56 58 5023
e 56 43 296
e 56 59 5024
e 56 22 5025
e 56 23 5026
e 56 47 5027
e 56 21 3917
e 56 60 5028
e 61 62 5029
e 61 63 5030
e 62 20 5031
e 62 64 289
e 62 65 5032
e 63 66 5033
e 63 67 5034
e 65 5 5035
e 68 20 5036
e 66 22 5037
e 66 1 690
e 66 5 5038
e 66 69 5039
e 69 5 5040
e 6 44 5041
e 6 44 5042
e 6 70 5043
e 6 71 5044
e 6 72 5045
e 6 56 5046
e 6 16 4839
e 6 73 1140
e 6 74 5047
e 6 75 5048
e 6 76 5049
e 6 77 5050
e 44 78 5051
e 44 77 5052
e 44 22 253
e 44 16 1623
e 44 79 5053
e 44 80 5054
e 70 81 5055
e 70 82 5056
e 78 41 5057
e 78 83 5058
e 83 57 5059
e 83 57 5060
e 84 56 5061
e 84 41 5062
e 84 49 23
e 84 85 5063
e 82 86 5064
e 87 82 5065
e 87 81 2839
e 87 88 5066
e 87 89 5067
e 88 81 5068
e 88 90 5069
e 90 1 5070
e 90 1 5071
e 91 1 5072
e 91 22 5073
e 92 1 5074
e 92 1 5075
e 93 92 5076
e 94 1 5077
e 94 22 5078
e 94 39 5079
e 94 5 5080
e 95 43 5081
e 95 56 5082
e 59 22 5083
e 37 22 5084
e 96 5 5085
e 97 1 5086
e 97 98 5087
e 98 99 5088
e 77 1 379
e 77 6 3062
e 77 100 5089
e 101 6 3044
e 101 22 5090
e 99 1 5091
e 102 1 5092
e 103 1 5093
e 104 103 5094
e 105 106 5095
e 105 107 5096
e 106 1 5097
e 108 32 5098
e 108 109 5099
e 109 110 5100
e 33 4 3562
e 34 3 88
e 111 110 5101
e 111 112 5102
e 113 114 5103
e 113 115 5104
e 114 116 5105
e 115 22 5106
e 117 115 5107
e 23 118 5108
e 119 84 5109
e 85 114 5110
e 85 114 5111
e 85 120 842
e 85 121 522
e 85 122 5112
e 85 123 5113
e 116 71 5114
e 124 114 5115
e 124 50 5116
e 17 3 1808
e 18 125 4276
e 18 6 5117
e 73 126 109
e 73 127 199
e 73 128 110
e 122 129 5118
e 122 130 5119
e 129 131 5120
e 123 132 5121
e 133 132 647
e 133 134 5122
e 134 36 5123
e 135 123 5124
e 79 41 5125
e 79 136 5126
e 137 56 5127
e 137 138 5128
e 137 1 5129
e 137 107 5130
e 138 73 2122
e 139 56 5131
e 140 137 5132
e 140 6 5133
e 75 22 5134
e 75 1 516
e 75 33 5135
e 76 22 5136
e 76 1 5137
e 76 100 5138
e 141 33 5139
e 141 21 5140
e 141 100 5141
e 141 142 5142
e 141 143 5143
e 141 22 5144
e 144 77 5145
e 144 145 5146
e 145 22 5147
e 145 100 5148
e 145 143 5149
e 45 146 5150
e 45 132 5151
e 45 107 5152
e 46 23 5153
e 46 107 5154
e 47 146 5155
e 47 132 5156
e 47 59 5157
e 47 16 5158
e 48 146 5159
e 48 44 1752
e 48 107 5160
e 48 1 1756
e 48 132 1747
e 48 147 5161
e 148 132 5162
e 149 16 5163
e 80 23 5164
e 150 22 5165
e 150 151 5166
e 151 1 5167
e 151 152 5168
e 152 23 5169
e 153 1 443
e 153 154 2453
e 155 152 5170
e 155 22 5171
e 156 48 5172
e 156 157 5173
e 156 121 5174
e 156 56 5175
e 147 1 5176
e 147 158 5177
e 158 1 5178
e 159 56 5179
t # 26
v 0 121
v 1 42
v 2 20
v 3 1819
v 4 393
v 5 394
v 6 1820
v 7 123
v 8 6
v 9 1821
v 10 1822
v 11 1823
v 12 1824
v 13 611
v 14 648
v 15 1825
v 16 1826
v 17 1827
v 18 1828
v 19 1829
v 20 293
v 21 673
v 22 218
v 23 1830
v 24 1831
v 25 1832
v 26 1833
v 27 1834
v 28 18
v 29 1
v 30 65
v 31 1692
v 32 1835
v 33 1836
v 34 7
v 35 201
v 36 1837
v 37 24
v 38 151
v 39 297
v 40 27
v 41 889
v 42 1059
v 43 32
v 44 22
v 45 1838
v 46 253
v 47 1839
v 48 1840
v 49 1841
v 50 507
v 51 107
v 52 1431
v 53 1842
v 54 1039
v 55 1843
v 56 1012
v 57 1844
v 58 1845
v 59 1846
v 60 862
v 61 9
v 62 288
v 63 567
v 64 462
v 65 320
v 66 31
v 67 1847
v 68 71
v 69 307
v 70 1848
v 71 184
v 72 122
v 73 1323
v 74 1849
v 75 902
v 76 1850
v 77 1851
v 78 637
v 79 46
v 80 289
v 81 319
v 82 217
v 83 1852
v 84 1751
v 85 1853
v 86 1854
v 87 379
v 88 1801
v 89 59
v 90 208
v 91 1855
v 92 10
v 93 1856
v 94 284
v 95 326
v 96 267
v 97 1857
e 0 1 702
e 0 2 5180
e 2 3 5181
e 4 1 703
e 4 5 704
e 5 6 5182
e 3 7 5183
e 7 8 331
e 8 9 5184
e 8 10 5185
e 8 11 5186
e 8 12 5187
e 8 13 5188
e 8 14 5189
e 8 15 5190
e 8 16 5191
e 8 17 5192
e 8 18 5193
e 8 19 5194
e 8 20 1261
e 8 21 1315
e 8 22 1245
e 8 23 5195
e 8 24 5196
e 8 25 5197
e 8 26 5198
e 8 27 5199
e 28 29 18
e 28 30 5200
e 30 31 5201
e 30 32 5202
e 31 33 5203
e 32 34 5204
e 35 33 5205
e 35 2 3975
e 36 32 5206
e 37 38 5207
e 37 39 5208
e 37 40 34
e 39 38 5209
e 39 41 5210
e 39 42 5211
e 39 43 5212
e 41 38 5213
e 41 44 5214
e 41 43 5215
e 44 45 5216
e 44 46 5217
e 44 47 5218
e 44 48 5219
e 45 43 5220
e 45 49 5221
e 46 43 5222
e 46 50 5223
e 46 51 5224
e 49 52 5225
e 50 43 5226
e 50 53 5227
e 51 54 4758
e 53 55 5228
e 55 56 5229
e 55 57 5230
e 54 43 4760
e 54 58 5231
e 58 43 5232
e 59 54 5233
e 60 61 5234
e 60 44 3329
e 61 8 37
e 62 61 476
e 62 63 1585
e 63 8 2042
e 63 64 5235
e 64 8 855
e 47 65 5236
e 47 66 5237
e 47 43 5238
e 47 67 5239
e 48 65 5240
e 48 66 5241
e 48 43 5242
e 48 68 5243
e 48 69 5244
e 70 67 5245
e 69 71 5246
e 69 72 5247
e 73 68 5248
e 72 74 5249
e 72 75 5250
e 72 76 5251
e 74 56 5252
e 74 77 5253
e 78 75 5254
e 79 43 70
e 79 39 5255
e 80 8 1579
e 81 82 5256
e 81 83 5257
e 82 8 475
e 83 84 5258
e 83 85 5259
e 84 86 5260
e 87 88 5261
e 87 89 5262
e 87 90 5263
e 89 8 88
e 90 91 5264
e 90 92 1844
e 90 93 5265
e 94 89 5266
e 94 8 482
e 95 87 5267
e 95 61 690
e 95 29 4150
e 95 88 5268
e 96 61 443
e 96 97 5269
t # 27
v 0 46
v 1 9
v 2 1
v 3 1810
v 4 1581
v 5 102
v 6 48
v 7 6
v 8 321
v 9 1377
v 10 369
v 11 1775
v 12 7
v 13 190
v 14 1858
v 15 1859
v 16 139
v 17 1328
v 18 54
v 19 856
v 20 1860
v 21 1383
v 22 1861
v 23 22
v 24 565
v 25 861
v 26 1246
v 27 1862
v 28 1863
v 29 142
v 30 170
v 31 45
v 32 220
v 33 1864
v 34 1865
v 35 1866
v 36 1867
v 37 1868
v 38 1869
v 39 217
v 40 1870
v 41 110
v 42 523
v 43 206
v 44 118
v 45 1402
v 46 200
v 47 889
v 48 1871
v 49 74
v 50 208
v 51 1872
v 52 10
v 53 1161
v 54 673
v 55 1873
v 56 260
v 57 425
v 58 24
v 59 27
v 60 107
v 61 927
v 62 1403
v 63 104
v 64 154
v 65 1874
v 66 1875
v 67 1575
v 68 1876
v 69 1877
v 70 1878
v 71 226
v 72 1879
v 73 1880
v 74 256
v 75 1881
v 76 1882
v 77 1151
v 78 515
v 79 232
v 80 462
v 81 288
v 82 1852
v 83 1391
e 0 1 4040
e 0 2 4039
e 0 3 5270
e 0 4 5271
e 0 5 5272
e 1 6 1613
e 1 7 37
e 8 1 552
e 8 9 5273
e 9 2 4035
e 9 10 5274
e 9 11 4978
e 10 12 5275
e 13 14 5276
e 13 15 5277
e 14 16 5278
e 17 18 5279
e 17 2 5280
e 17 19 5281
e 17 20 5282
e 20 2 5283
e 20 19 5284
e 20 21 5285
e 20 21 5286
e 20 22 5287
e 23 24 1052
e 23 25 5288
e 23 20 5289
e 23 26 5290
e 23 27 5291
e 23 28 5292
e 24 1 4903
e 24 29 5293
e 24 30 5294
e 25 18 5295
e 25 22 5296
e 25 7 5297
e 29 1 2329
e 29 31 5298
e 29 6 5299
e 29 23 5300
e 29 22 5301
e 29 32 2326
e 30 7 2422
e 7 33 5302
e 7 34 5303
e 7 35 5304
e 7 35 5305
e 7 30 1339
e 7 36 5306
e 7 37 5307
e 7 38 5308
e 7 39 352
e 7 40 5309
e 41 24 5310
e 41 42 5311
e 41 43 5312
e 41 44 5313
e 42 1 5314
e 42 22 5315
e 45 29 5316
e 46 2 326
e 46 47 5317
e 47 48 5318
e 48 23 5319
e 27 49 5320
e 27 50 5321
e 27 51 5322
e 28 52 5323
e 28 53 5324
e 50 51 5325
e 53 54 5326
e 43 19 5327
e 43 54 5328
e 55 54 5329
e 55 19 5330
e 56 55 5331
e 56 19 5332
e 56 57 5333
e 58 57 5334
e 58 56 5335
e 58 59 34
e 44 60 5336
e 60 61 5337
e 61 14 5338
e 61 62 5339
e 61 63 5340
e 64 43 5341
e 64 18 231
e 65 66 5342
e 67 19 5343
e 67 68 5344
e 67 27 5345
e 67 69 5346
e 68 19 5347
e 68 70 5348
e 68 71 5349
e 71 72 5350
e 71 73 5351
e 71 19 5352
e 74 67 5353
e 74 1 5354
e 75 1 5355
e 75 14 5356
e 76 1 5357
e 4 47 5358
e 4 77 5359
e 4 78 5360
e 4 79 5361
e 39 7 475
e 39 80 5362
e 81 1 476
e 81 82 5363
e 81 39 5364
e 82 83 5365
e 80 7 855
t # 28
v 0 42
v 1 1883
v 2 1884
v 3 121
v 4 9
v 5 6
v 6 636
v 7 499
v 8 28
v 9 153
v 10 48
v 11 549
v 12 217
v 13 1885
v 14 703
v 15 1886
v 16 214
v 17 1488
v 18 1483
v 19 1484
v 20 1485
v 21 1887
v 22 1888
v 23 647
v 24 1889
v 25 1890
v 26 220
v 27 1891
v 28 293
v 29 22
v 30 1892
v 31 1378
v 32 1893
v 33 1894
v 34 1895
v 35 123
v 36 1896
v 37 1897
v 38 221
v 39 682
v 40 700
v 41 1898
v 42 1899
v 43 1900
v 44 1901
v 45 1902
v 46 440
v 47 1903
v 48 465
v 49 441
v 50 1904
v 51 1905
v 52 721
v 53 1906
v 54 1907
v 55 1908
v 56 1909
v 57 1910
v 58 1911
v 59 1912
v 60 1913
v 61 667
v 62 1914
v 63 1915
v 64 1916
v 65 1917
v 66 1918
v 67 1686
v 68 1919
v 69 1920
v 70 1921
v 71 1922
v 72 782
v 73 1923
v 74 1924
v 75 1925
v 76 1926
v 77 1927
v 78 1928
v 79 1929
v 80 1930
v 81 1931
v 82 284
v 83 218
v 84 1932
v 85 201
v 86 292
v 87 1468
v 88 1933
v 89 1934
v 90 1935
v 91 1936
v 92 628
v 93 399
v 94 928
v 95 526
v 96 1937
v 97 1194
v 98 947
v 99 1938
v 100 1939
v 101 1940
v 102 525
v 103 190
v 104 1387
v 105 4
v 106 919
v 107 7
v 108 380
v 109 1258
v 110 1
v 111 1489
v 112 54
v 113 1345
v 114 24
v 115 1941
v 116 107
v 117 20
v 118 1296
v 119 110
v 120 1942
v 121 133
v 122 1077
v 123 388
v 124 179
v 125 70
v 126 506
v 127 140
v 128 666
v 129 1943
v 130 1029
v 131 1486
v 132 191
v 133 1944
v 134 1945
v 135 353
v 136 351
v 137 373
v 138 318
v 139 1946
v 140 230
v 141 25
v 142 237
v 143 34
v 144 65
v 145 151
v 146 58
v 147 40
v 148 467
v 149 264
v 150 1070
v 151 1377
v 152 911
v 153 1947
v 154 319
v 155 320
v 156 32
v 157 1008
v 158 1151
v 159 31
v 160 1948
v 161 183
v 162 260
v 163 1268
v 164 584
v 165 265
v 166 1160
v 167 1949
v 168 1446
v 169 1950
v 170 1357
v 171 59
v 172 1951
v 173 383
v 174 74
v 175 1067
v 176 1328
v 177 430
v 178 208
v 179 602
v 180 964
v 181 1952
v 182 1953
v 183 1413
v 184 1185
v 185 1954
v 186 1955
v 187 1013
v 188 27
v 189 907
v 190 1227
v 191 1956
v 192 313
v 193 1957
v 194 84
v 195 1958
v 196 1959
v 197 10
v 198 1960
v 199 1961
v 200 1962
v 201 1750
v 202 1963
v 203 1318
v 204 903
v 205 1059
v 206 1964
v 207 1495
v 208 1675
v 209 557
v 210 1477
v 211 15
v 212 1061
v 213 1965
v 214 1617
v 215 594
v 216 1621
v 217 248
v 218 1966
v 219 1116
v 220 135
v 221 172
v 222 861
v 223 1967
v 224 989
v 225 354
v 226 863
v 227 573
v 228 451
v 229 1968
v 230 1567
v 231 1969
v 232 945
v 233 1970
v 234 43
v 235 617
v 236 1971
v 237 565
v 238 1972
v 239 1973
v 240 1974
v 241 307
v 242 45
v 243 1498
v 244 448
v 245 1225
v 246 414
v 247 87
v 248 73
v 249 1016
v 250 134
v 251 192
v 252 1975
v 253 80
v 254 75
v 255 960
v 256 1236
v 257 442
v 258 909
v 259 1976
v 260 1073
v 261 1977
v 262 1978
v 263 67
v 264 987
v 265 273
v 266 1979
v 267 89
v 268 122
v 269 1980
v 270 1981
v 271 111
v 272 1389
v 273 1982
v 274 603
v 275 1672
v 276 374
v 277 200
v 278 288
v 279 1023
v 280 1316
v 281 184
v 282 851
v 283 1745
v 284 1983
v 285 1984
v 286 159
v 287 1297
v 288 296
v 289 1985
v 290 1173
v 291 1986
v 292 1676
v 293 1987
v 294 1988
v 295 864
v 296 1167
v 297 936
v 298 1765
v 299 379
v 300 1989
v 301 1990
v 302 1991
v 303 1992
v 304 1818
v 305 461
v 306 862
v 307 1993
v 308 1994
v 309 1995
v 310 1996
e 0 1 5366
e 1 2 5367
e 3 4 177
e 3 0 702
e 3 0 180
e 4 5 37
e 4 6 5368
e 4 7 4347
e 4 8 5369
e 4 9 5370
e 4 10 1613
e 4 11 5371
e 4 12 5372
e 5 13 5373
e 5 14 1363
e 5 15 5374
e 5 16 349
e 5 17 3915
e 5 18 3909
e 5 19 3910
e 5 20 3911
e 5 21 5375
e 5 22 5376
e 5 22 5377
e 5 23 5378
e 5 23 5379
e 5 23 5380
e 5 24 5381
e 5 25 5382
e 5 26 1283
e 5 26 1281
e 5 27 5383
e 5 28 1260
e 5 28 1264
e 5 28 5384
e 5 29 1308
e 5 30 5385
e 5 31 5386
e 5 32 5387
e 5 32 5388
e 5 33 5389
e 5 34 5390
e 5 35 5391
e 5 36 5392
e 5 37 5393
e 5 38 357
e 5 38 5394
e 5 39 5395
e 5 39 5396
e 5 40 1360
e 5 41 5397
e 5 42 5398
e 5 43 5399
e 5 44 5400
e 5 45 5401
e 5 46 791
e 5 46 5402
e 5 47 5403
e 5 48 5404
e 5 49 792
e 5 49 5405
e 5 50 5406
e 5 51 5407
e 5 52 5408
e 5 53 5409
e 5 54 5410
e 5 55 5411
e 5 56 5412
e 5 57 5413
e 5 58 5414
e 5 59 5415
e 5 60 5416
e 5 61 5417
e 5 62 5418
e 5 63 5419
e 5 64 5420
e 5 65 5421
e 5 66 5422
e 5 67 5423
e 5 68 5424
e 5 69 5425
e 5 70 5426
e 5 71 5427
e 5 72 5428
e 5 73 5429
e 5 74 5430
e 5 75 5431
e 5 76 5432
e 5 77 5433
e 5 78 5434
e 5 79 5435
e 5 80 5436
e 5 81 5437
e 5 82 5438
e 5 12 352
e 5 83 1245
e 5 84 5439
e 85 4 3676
e 85 4 3677
e 29 3 490
e 29 3 5440
e 29 86 1086
e 29 87 5441
e 29 88 5442
e 29 88 5443
e 29 6 5444
e 29 89 5445
e 29 90 5446
e 29 91 5447
e 29 92 5448
e 29 92 5449
e 29 29 5450
e 29 93 5451
e 29 94 5452
e 29 95 989
e 29 96 5453
e 29 97 3906
e 29 97 5454
e 29 98 4654
e 29 98 5455
e 29 99 5456
e 29 100 5457
e 29 101 5458
e 29 102 987
e 103 104 3916
e 103 105 3917
e 103 106 3918
e 103 92 5459
e 105 5 5
e 105 107 6
e 105 108 5460
e 105 11 5461
e 109 104 3921
e 109 110 3922
e 19 91 5462
e 111 105 3923
e 111 112 3924
e 95 111 3925
e 95 110 3926
e 95 4 1756
e 95 113 5463
e 95 114 5464
e 95 97 5465
e 95 115 5466
e 116 95 3709
e 116 117 157
e 116 118 3927
e 116 119 1639
e 116 120 5467
e 116 121 5468
e 116 122 5469
e 116 4 5470
e 116 123 1623
e 124 125 3928
e 124 126 3929
e 124 127 3930
e 124 128 3931
e 125 129 5471
e 126 130 3932
e 126 131 3933
e 126 132 3934
e 126 133 5472
e 126 134 5473
e 126 92 5474
e 128 130 3935
e 128 135 3936
e 132 136 5475
e 137 132 3938
e 138 124 3939
e 138 139 5476
e 118 140 3940
e 118 141 3941
e 118 110 3942
e 118 125 3943
e 140 142 384
e 141 143 3944
e 144 110 96
e 144 86 854
e 144 145 234
e 144 146 99
e 144 4 379
e 144 105 3056
e 144 147 5477
e 86 148 868
e 86 105 5478
e 86 136 5479
e 86 9 5480
e 86 149 5481
e 86 150 2241
e 151 110 4035
e 151 129 5482
e 129 152 5483
e 153 129 5484
e 153 110 5485
e 154 155 530
e 154 156 532
e 154 110 5486
e 154 157 5487
e 157 141 5488
e 158 159 5489
e 158 156 5490
e 158 160 5491
e 160 156 5492
e 160 125 5493
e 160 161 5494
e 160 162 5495
e 162 156 5496
e 162 125 5497
e 162 163 5498
e 162 164 5499
e 165 162 5500
e 119 158 5501
e 119 166 5502
e 119 125 5503
e 119 29 5504
e 119 167 5505
e 119 105 1734
e 119 105 1735
e 119 168 5506
e 119 91 5507
e 166 169 5508
e 166 132 5509
e 166 110 5510
e 169 110 5511
e 169 125 5512
e 87 155 5513
e 87 156 3873
e 87 170 5514
e 87 108 5515
e 9 5 230
e 9 171 5516
e 170 156 5517
e 170 172 5518
e 172 12 5519
e 12 112 5520
e 12 5 475
e 12 171 1581
e 173 144 5521
e 146 5 928
e 146 107 4874
e 146 174 5522
e 146 175 5523
e 176 146 5524
e 176 177 5525
e 176 150 5526
e 177 5 846
e 150 178 3302
e 150 178 3303
e 178 179 5527
e 178 180 1846
e 178 181 5528
e 178 182 5529
e 178 183 3674
e 178 184 5530
e 178 185 5531
e 178 186 5532
e 178 187 5533
e 114 173 4309
e 114 144 5534
e 114 188 34
e 114 29 321
e 114 189 5535
e 114 190 4710
e 114 191 5536
e 114 192 521
e 114 141 522
e 114 193 5537
e 114 194 5538
e 195 146 5539
e 195 31 5540
e 98 5 1808
e 98 178 1813
e 98 150 5541
e 196 98 5542
e 196 8 5543
e 8 197 2645
e 8 174 152
e 198 5 5544
e 198 199 5545
e 198 189 5546
e 198 131 5547
e 200 198 5548
e 201 198 5549
e 201 29 5550
e 88 202 5551
e 90 11 5552
e 203 201 5553
e 203 204 5554
e 120 205 5555
e 120 136 5556
e 92 147 5557
e 92 206 5558
e 92 207 5559
e 92 131 5560
e 92 19 5561
e 92 208 5562
e 92 163 5563
e 92 105 1663
e 92 209 5564
e 93 210 5565
e 147 89 5566
e 147 91 5567
e 147 91 5568
e 147 211 5569
e 147 212 5570
e 147 11 5571
e 147 6 5572
e 147 213 5573
e 147 214 5574
e 147 215 5575
e 147 215 5576
e 147 216 5577
e 147 217 5578
e 147 218 5579
e 219 92 5580
e 220 92 3162
e 221 156 3877
e 221 105 5581
e 222 86 5582
e 222 146 5583
e 222 4 2712
e 222 98 5584
e 222 223 5585
e 222 150 5586
e 224 146 5587
e 224 9 5588
e 224 150 5589
e 224 178 5590
e 224 178 5591
e 224 133 5592
e 224 215 5593
e 224 225 5594
e 226 222 5595
e 226 223 5596
e 223 227 5597
e 228 4 5598
e 228 133 5599
e 133 229 5600
e 133 230 5601
e 133 231 5602
e 232 233 5603
e 232 177 5604
e 232 177 5605
e 232 234 5606
e 232 150 5607
e 232 235 1799
